Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,hourly,employer_provided,min_salary,max_salary,avg_salary,job_state,python_yn,R_yn,spark,aws,excel
Data Scientist,$104K - $160K (Glassdoor est.),"Advanced degree (Ph.D. or M.Sc.) in Data Science, Bioinformatics, Computational Biology, or a related field. Cloud-based data science experience (AWS preferred)……
Skills: Statistics, R, Research, AWS, Machine learning",3.3,Compugen USA,"San Francisco, CA",1001 to 5000 Employees,0,0,104,160,132.0,San Francisco,0,0,0,1,0
Data Scientist,$81K - $120K (Glassdoor est.),"Minimum bachelor’s degree in quantitative fields (mathematics, statistics, data science, physics, computer science, engineering, etc.); master’s or Ph.D.……
Skills: TensorFlow, React, Big data, Machine learning, Natural language processing",3.9,Photon,"McKinney, TX",5001 to 10000 Employees,0,0,81,120,100.5,McKinney,0,0,0,0,0
"Sr. Analyst, Data Science Analytics",$95K - $115K (Employer est.),"Gather and define business requirements for data science tools and models and work with internal partners to ensure pipeline for future business analyses.…
Skills: R, E-commerce, Tableau, SQL, Data analytics",4.1,Tapestry,"New York, NY",10000+ Employees,0,0,95,115,105.0,New York,0,0,0,0,0
Applied Scientist,$71K - $127K (Glassdoor est.),"Communicate findings and insights to both technical and non-technical stakeholders. Master's or Ph.D. in Computer Science, Data Science, Statistics, or a……
Skills: Data mining, Spark, R, Data analysis skills, SQL",4.1,Northwest Talent Solutions LLC,"San Francisco, CA",5001 to 10000 Employees,0,0,71,127,99.0,San Francisco,0,0,1,0,0
Sr. Enterprise Data Analyst,$89K - $122K (Employer est.),"You will join a results-oriented team and participate in the design, implementation, maintenance and support of our analytical and data modeling applications……
Skills: Business development, Organizational skills, Communication skills",3.7,Under Armour,"Baltimore, MD",10000+ Employees,0,0,89,122,105.5,Baltimore,0,0,0,0,0
Applied Scientist: Physics-informed ML,$166K - $200K (Employer est.),"On a typical day, you may: design and implement algorithms for extracting material property information from ultrasonic signals; research and build simulations……
Skills: Research, C++, Math, C, Machine learning",4.8,Liminal Insights Inc.,"Emeryville, CA",1 to 50 Employees,0,0,166,200,183.0,Emeryville,0,0,0,0,0
"Machine Learning Scientist-NLP-PDPD, San Jose",$145K - $250K (Employer est.),"The Machine Learning Scientist will lead and collaborate with cross-functional teams to design, develop, and deploy sophisticated machine learning algorithms to……
Skills: TensorFlow, Statistics, R, Java, SQL",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,145,250,197.5,San Jose,0,0,0,0,0
Applied Scientist,$136K - $222K (Employer est.),"PhD, or Master's degree and 4+ years of CS, CE, ML or related field experience. As an Applied Scientist you will partner with talented scientists and engineers……
Skills: Statistics, Java, AWS, C++, Machine learning",3.7,"Amazon Development Center U.S., Inc. - B02","Santa Clara, CA",10000+ Employees,0,0,136,222,179.0,Santa Clara,0,0,0,1,0
"Language Data Scientist, Amazon",$126K - $213K (Employer est.),"Master's degree in a quantitative field such as statistics, mathematics, data science, business analytics, economics, finance, engineering, or computer science.…
Skills: MATLAB, SAS, R, Data analysis skills, SQL",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,126,213,169.5,Seattle,0,0,0,0,0
Language Data Scientist II,$112K - $213K (Employer est.),"You will collaborate with fellow language data scientists, program managers, as well as stakeholders in science, engineering, and product teams to understand……
Skills: MATLAB, SAS, R, SQL, AWS",3.7,"Amazon Development Center U.S., Inc.","Santa Clara, CA",10000+ Employees,0,0,112,213,162.5,Santa Clara,0,0,0,1,0
Data Scientist,$79K - $138K (Glassdoor est.),"Proactively collaborate with business partners to determine identified population segments and develop actionable plans to enable the identification of patterns……
Skills: D3.js, SAS, Spark, R, Apache Hive",3.5,Elevance Health,"Seven Fields, PA",10000+ Employees,0,0,79,138,108.5,Seven Fields,0,0,1,0,0
Machine Learning Engineer Graduate (On-Device AI) - 2025 Start (PhD),$94K - $152K (Glassdoor est.),"PhD in Computer Science or in a related field. Seamlessly integrate state-of-the-art AI algorithms into TikTok and additional products.…
Skills: Performance tuning, C++, Machine learning, Deep learning, AI",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,94,152,123.0,San Jose,0,0,0,0,0
Data Scientist,$98K - $209K (Employer est.),"Master's Degree in Data Science, Mathematics, Statistics, Computer Science, or related field AND 3+ years data-science experience (e.g., managing structured and……
Skills: C#, Java, C++, C, Machine learning",4.2,Microsoft,"Redmond, WA",10000+ Employees,0,0,98,209,153.5,Redmond,0,0,0,0,0
Artificial Intelligence Engineer,$150K - $175K (Employer est.),"A MS degree in Computer Science, AI, Machine Learning, or related field with a strong programming background. PhD in a relevant field.…
Skills: TensorFlow, DevOps, R, Google Cloud Platform, Java",3.7,"Amplify Education, Inc.",Remote,201 to 500 Employees,0,0,150,175,162.5,Remote,0,0,0,0,0
"Applied Scientist, Private Brands Discovery",$129K - $213K (Employer est.),"Master's degree in computer science, mathematics, statistics, machine learning or equivalent quantitative field.…
Skills: Computer science, Research, Java, C++, Machine learning",3.7,Amazon.com Services LLC,"Seattle, WA",10000+ Employees,0,0,129,213,171.0,Seattle,0,0,0,0,0
Applied Scientist III,$150K - $260K (Employer est.),"Experience with modeling tools such as R, scikit-learn, Spark MLLib, MxNet, Tensorflow, numpy, scipy etc. Dependent on the position offered, equity, sign-on……
Skills: TensorFlow, Spark, R, Research, Java",3.7,"Amazon Development Center U.S., Inc.","Santa Clara, CA",10000+ Employees,0,0,150,260,205.0,Santa Clara,0,0,1,0,0
"Data Scientist, Fraud & Risk",$165K - $185K (Employer est.),"Explain technical choices, model limitations and trade-offs in a cross functional risk evaluation forums. Desire and ability to mentor junior Data Scientists……
Skills: R, SQL, Machine learning, Data science, Communication skills",4.1,Wealthfront,"Palo Alto, CA",51 to 200 Employees,0,0,165,185,175.0,Palo Alto,0,0,0,0,0
Machine Learning Applied Scientist,$135K - $251K (Employer est.),"Experience with state-of-the-art Generative AI models, Multi-modal LLMs, contrastive learning, Foundation models, and/or Diffusion-based large vision models.…
Skills: Machine learning, Deep learning, AI, Communication skills, Python",4.1,Apple,"Seattle, WA",10000+ Employees,0,0,135,251,193.0,Seattle,1,0,0,0,0
Data Scientist,$84K - $143K (Employer est.),"Our leave programs include paid time off, paid holidays, as well as other types of leave, including paid parental, military, bereavement, and any applicable……
Skills: Microsoft Powerpoint, Microsoft Word, Power BI, Program management, System administration",3.9,BAE Systems,"Norfolk, VA",10000+ Employees,0,0,84,143,113.5,Norfolk,0,0,0,0,0
"Data Scientist, Robotic Storage Analytics & Data Science",$110K - $154K (Glassdoor est.),"Master's degree in a quantitative field, or Bachelor's degree and 5+ years of a quantitative field such as statistics, mathematics, data science, business……
Skills: Computer science, Data analysis skills, Apache Hive, SQL, Analysis skills",3.7,Amazon.com Services LLC,"North Reading, MA",10000+ Employees,0,0,110,154,132.0,North Reading,0,0,0,0,0
"Applied Deep Learning Research Scientist, Sparsity",$160K - $288K (Employer est.),"MS or PhD degree in computer science, computer engineering, electrical engineering or related field or equivalent experience.…
Skills: Computer science, Analysis skills, C++, Machine learning, Computer networking",4.6,NVIDIA,"Santa Clara, CA",10000+ Employees,0,0,160,288,224.0,Santa Clara,0,0,0,0,0
"Sr. Data Scientist, Generative AI Innovation Center",$143K - $248K (Employer est.),"PhD or Masters degree in computer science, engineering, mathematics, operations research, or in a highly quantitative field.…
Skills: TensorFlow, MATLAB, Data mining, SAS, Data structures",3.7,"Amazon Web Services, Inc.","Arlington, VA",Unknown,0,0,143,248,195.5,Arlington,0,0,0,0,0
Supply Chain Data Scientist,$118K - $171K (Employer est.),"MS/PhD in a business analytics field (i.e. Industrial Engineering, Management Science, Operations Research, Statistics, Data Science) or MBA with Supply Chain……
Skills: Statistics, Power BI, Microsoft Excel, SQL, Machine learning",4.1,Hewlett Packard,"Spring, TX",10000+ Employees,0,0,118,171,144.5,Spring,0,0,0,0,1
"Senior Data Scientist, Global Search",$175K - $234K (Glassdoor est.),"Keen interest in the internet industry with a desire for long-term development within the field. Offer directional analysis guidance to the search business,……
Skills: Management, R, Data analysis skills, SQL, Machine learning",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,175,234,204.5,San Jose,0,0,0,0,0
Applied Scientist,$120K - $180K (Employer est.),"You will design, develop, test, and refine machine learning algorithms for analyzing multi-channel time series data related to cardiac signals.…
Skills: TensorFlow, MATLAB, Anatomy knowledge, Signal processing, Analysis skills",,ENCHANNEL MEDICAL LTD,"Ladera Ranch, CA",1 to 50 Employees,0,0,120,180,150.0,Ladera Ranch,0,0,0,0,0
Data Scientist,$93K - $148K (Glassdoor est.),"Drive, design, and develop projects as the principal point-of-contact, with the ability to determine suitable ML models, direct feature engineering processes……
Skills: Lucene, Statistics, Elasticsearch, Data modeling, Kubernetes",3.1,Bloomberg BNA,"Arlington, VA",1001 to 5000 Employees,0,0,93,148,120.5,Arlington,0,0,0,0,0
Data Science,$117K - $229K (Employer est.),"Doctorate in Data Science, Mathematics, Statistics, Econometrics, Economics, Operations Research, Computer Science, or related field AND 3+ years data-science……
Skills: Statistics, Machine learning, Data science",4.2,Microsoft,"Redmond, WA",10000+ Employees,0,0,117,229,173.0,Redmond,0,0,0,0,0
Senior Data Scientist,$175K - $215K (Employer est.),"If you love crafting world-class game experiences, collaborating with extraordinarily talented cross-functional teams, and creating data science and analytics……
Skills: Statistics, C#, Spark, SQL, AWS",,Second Dinner,California,1 to 50 Employees,0,0,175,215,195.0,California,0,0,1,1,0
"Staff Data Scientist, Foundations",$152K - $243K (Employer est.),"5+ years of experience in data science or engineering, with a preference for experience in settings with multiple consumer user types (e.g., marketplace,……
Skills: Spark, R, Apache Hive, Machine learning, Scala",4.1,Salesforce,California,10000+ Employees,0,0,152,243,197.5,California,0,0,1,0,0
Machine Learning Engineer Graduate (Data-eCommerce) - 2024 Start (PhD),$145K - $355K (Employer est.),"Experience with a solid foundation in data structure and algorithm design, and be proficient in using one of the programming languages such as Python, Java, C++……
Skills: TensorFlow, Search engines, Computer science, Data mining, Big data",3.3,TikTok,"San Jose, CA",10000+ Employees,0,0,145,355,250.0,San Jose,1,0,0,0,0
Data Scientist,$109K - $181K (Employer est.),"Establish advanced analysis and data visualization methodologies, models, and tools to derive intelligence outcomes and impacts.…
Skills: Databases, Statistical analysis, Machine learning, Agile, Data science",4.0,Deloitte,"Rosslyn, VA",10000+ Employees,0,0,109,181,145.0,Rosslyn,0,0,0,0,0
Scientist - Data Review,$72K - $101K (Glassdoor est.),"Author technical documents, such as protocols, test methods, text reports, certificates of analysis, and operating procedures.…
Skills: CGMP, Organic chemistry, Communication skills",3.1,Catalent,"Morrisville, NC",10000+ Employees,0,0,72,101,86.5,Morrisville,0,0,0,0,0
Senior Data Scientist,$150K - $190K (Employer est.),"Effectively communicate complex and ambiguous information to technical and non-technical stakeholders. Bachelor’s degree in Computer Science, Statistics, or……
Skills: SQL, Machine learning, Software development, AI, Python",2.5,Evolve Vacation Rentals,Remote,501 to 1000 Employees,0,0,150,190,170.0,Remote,1,0,0,0,0
Senior Data Scientist,$59.73 - $96.15 Per Hour (Employer est.),"The Senior Data Scientist is a subject matter expert who leverages data science and knowledge of health care data to develop data-driven solutions focused on……
Skills: Computer science, Power BI, SAS, Big data, R",3.6,Providence,California,10000+ Employees,1,0,59,0,29.5,California,0,0,0,0,0
AI Engineer,$93K - $131K (Glassdoor est.),"Collaborate with technical writers to produce high-quality technical content on running AI and LLMs on CPUs. At least 1 year experience with data visualization……
Skills: TensorFlow, Computer science, Data analysis skills, C++, C",3.9,Lenovo,"Morrisville, NC",10000+ Employees,0,0,93,131,112.0,Morrisville,0,0,0,0,0
